"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managementCompany/contact/address/town", "Town"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managementCompany/contact/address/postcode", "Postcode"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managementCompany/contact/telephone", "Telephone"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managementCompany/contact/emailAddress", "Email address"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent", "Managing Agent"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/nameOrOrganisation", "Name or organisation"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/address", "Address"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/address/line1", "Address line 1"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/address/line2", "Address line 2"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/address/line3", "Address line 3"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/address/town", "Town"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/address/postcode", "Postcode"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/telephone", "Telephone"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/contacts/managingAgent/contact/emailAddress", "Email address"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/contactDetails/serviceContactAssignments/organisesBuildingInsurance", "Who organises and administers the buildings insurance?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/consents", "Consents"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/consents/changesInTermOfLease", "Is the seller aware of any changes in the terms of the lease or of the landlord giving any consents under the lease?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/consents/changesInTermOfLease/details", "Please supply a copy or, if not in writing, please give details:"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent", "Ground Rent"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent/isGroundRentPayable", "Does the seller pay ground rent for the property?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent/annualGroundRent", "What is the annual ground rent payable? (£)"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent/groundRentFrequency", "How regularly is the rent paid? (e.g. annually)"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent/rentSubjectToIncrease", "Is the ground rent subject to increase?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent/rentSubjectToIncrease/rentReviewFrequency", "How often is the rent reviewed?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/groundRent/rentSubjectToIncrease/rentIncreaseCalculated", "How is the increase calculated?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement", "Ownership and management"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/freeholdOwner", "Is the freeholder a person or a company that the tenants control?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/hasHeadlease", "Is there a headlease?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/hasHeadlease/headLeaseholderControlled", "Is the head leaseholder a person or company that is controlled by the tenants?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/buildingManager", "Who is responsible for managing the building?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/buildingManager/details", "Please specify"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/hasTenantCompanyDissolved", "Has any tenants’ management company been dissolved or struck off the register at Companies House?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/ownershipAndManagement/isManagingAgentEmployed", "Does the landlord, tenants’ management company or Right to Manage company employ a managing agent to collect rent or manage the building?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge", "Service Charge"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/sellerContributesToServiceCharge", "Does the seller contribute to the cost of maintaining the building (a service charge)?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/annualServiceCharge", "Amount of current annual service charge (£)"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/largeAdditionalExpense", "Does the seller know of any expense (e.g. the cost of redecoration of outside or communal areas not usually incurred annually) likely to be shown in the service charge accounts within the next three years?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/largeAdditionalExpense/details", "Details"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/problemInServiceChargeLevel", "Does the seller know of any problems in the last three years regarding the level of service charges or with the management?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/problemInServiceChargeLevel/details", "Please give details:"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/serviceChargeChallenged", "Has the seller challenged the service charge or any expense in the last three years?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/serviceChargeChallenged/details", "Please give details"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/dangerousCladdingOrDefects", "Does the seller know of the existence or suspected existence in the building of dangerous cladding or any other defects that create a building safety risk?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/difficultyInCollectingServiceCharge", "Is the seller aware of any difficulties encountered in collecting the service charges from other flat owners?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/difficultyInCollectingServiceCharge/details", "Please give details:"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/serviceChargeOwed", "Does the seller owe any service charges, rent, insurance premium or other financial contribution?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/serviceChargeOwed/details", "Please give details"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/lastDecoratedPeriod", "Confirm the date when the Managed Areas were last decorated, internally and externally."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/lastDecoratedPeriod/externally", "The outside of the building (if known)"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/lastDecoratedPeriod/externally/year", "Year"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/lastDecoratedPeriod/internally", "Internally"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/lastDecoratedPeriod/internally/year", "Year"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/transferFees", "Are there any transfer fees deferred service charges or similar fees, expressed as a percentage of the Property's value, payable on an event such as resale or subletting?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/serviceCharge/transferFees/details", "Provide details."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/leaseRestrictions", "Are there restrictions imposed by the lease?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/leaseRestrictions/details", "Details"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingsInsurance", "Buildings Insurance"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingsInsurance/premiumIncludedInServiceCharge", "Is the insurance premium included in the service charge budget?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingsInsurance/premiumIncludedInServiceCharge/details", "Confirm the annual amount payable for the Property"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/disputes", "Disputes"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/disputes/sellerReceivedComplaint", "Has the seller received any complaint from the landlord, the management company or any neighbour about anything the seller has or has not done?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/disputes/sellerReceivedComplaint/details", "Please give details"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/disputes/sellerSentComplaint", "Has the seller complained or had cause to complain to or about the landlord, the management company, or any neighbour?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/disputes/sellerSentComplaint/details", "Please give details"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct", "Building safety"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/isLeaseQualifying", "Is the lease of the property a qualifying lease?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/deedOfCertificateServed", "Has a Leaseholder Deed of Certificate been served on the Landlord in relation to the property or remedial works required to the property?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/deedOfCertificateServed/sellerCompletedDeedOfCertificate", "Did the seller (the current leaseholder) complete the deed of certificate or was it completed by a previous leaseholder?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/deedOfCertificateServed/attachments", "Leaseholder Deed of Certificate."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/landlordNotifiedOfSale", "Has the freeholder / landlord been notified of the intention to sell?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/landlordsCertificateServed", "Has a Landlord's Certificate been served?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/buildingSafetyAct/landlordsCertificateServed/attachments", "Landlord's Certificate."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/alterations", "Alterations"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/alterations/sellerAwareOfAlterations", "Is the seller aware of any alterations having been made to the property since the lease was originally granted?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/alterations/sellerAwareOfAlterations/details", "Please give details of these alterations"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/alterations/sellerAwareOfAlterations/landlordConsentObtained", "Was the landlord’s consent for the alterations obtained?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/alterations/sellerAwareOfAlterations/landlordConsentObtained/attachments", "Please supply a copy."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement", "Enfranchisement"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerOwnedProperty", "Has the seller owned the property for at least two years?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerServedNoticeOnLandlord", "Has the seller served on the landlord a formal notice stating the seller’s wish to buy the freehold or be granted an extended lease?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerServedNoticeOnLandlord/attachments", "Please supply a copy."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerAwareOfNoticeOfCollectivePurchase", "Is the seller aware of the service of any notice relating to the possible collective purchase of the freehold of the building or part of it by a group of tenants?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerAwareOfNoticeOfCollectivePurchase/attachments", "Please supply a copy."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerAwareOfResponse", "Is the seller aware of any response to a notice disclosed in replies above?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/enfranchisement/sellerAwareOfResponse/attachments", "Please supply a copy."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments", "Required documents"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/lease", "Please supply a copy of the lease."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/deedsOfVariation", "Any Deeds of Variation or other document varying the terms of the lease of this Property."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/copyOfcorrespondence", "Please supply a copy of any correspondence from the landlord, any management company and any managing agent."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/serviceCharges", "Please supply a copy of any invoices or demands and any statements and receipts for the payment of maintenance or service charges for the last three years."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/groundRent", "Please supply a copy of any invoices or demands and any statements and receipts for the payment of ground rent for the last three years."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/buildingsInsurancePolicy", "Buildings insurance policy and schedule."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/buildingsInsurancePolicy/arrangedBySeller", "Arranged by the seller and a receipt for payment of the last premium"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/buildingsInsurancePolicy/arrangedByLandlord", "Arranged by the landlord or management company and the schedule for the current year"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/noticeOfSale", "Has the seller received a notice that the landlord wants to sell the building?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/noticeOfSale/attachments", "Please supply a copy."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/noticeOfBuildingCondition", "Has the seller received any other notice about the building, its use, its condition or its repair and maintenance?"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/noticeOfBuildingCondition/attachments", "Please supply a copy."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/additionalRegulationsNotInLease", "Any additional regulations or rules affecting the Property which are not contained in the lease."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/managementCompanyDocuments", "If a landlord is a company controlled by the tenants and/or if a tenants’ management company or Right to Manage company is managing the building, please supply a copy of:"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/managementCompanyDocuments/memorandumAndArticles", "Memorandum and Articles of Association of the Management Company."
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/managementCompanyDocuments/shareOrMembershipCertificate", "Share or membership certificate"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/requiredDocuments/managementCompanyDocuments/companyAccounts", "Company accounts for the past three years"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/confirmationOfAccuracy", "Confirmation of accuracy"
"/propertyPack/ownership/ownershipsToBeTransferred/leaseholdInformation/confirmationOfAccuracy/confirmation", "Declaration"
"/propertyPack/ownership/ownershipsToBeTransferred/otherOwnershipDetails", "Details of the ownership type"
"/propertyPack/parking", "Parking"
"/propertyPack/parking/parkingArrangements", "Parking arrangements"
"/propertyPack/parking/disabledParking", "Is disabled parking available?"
"/propertyPack/parking/controlledParking", "Is the property in a controlled parking zone or within a local authority parking scheme?"
"/propertyPack/parking/electricVehicleChargingPoint", "Is there an electric vehicle charging point belonging to the property?"
"/propertyPack/listingAndConservation", "Listing and Conservation"
"/propertyPack/listingAndConservation/isListed", "Is the property a listed building in England or Wales?"
"/propertyPack/listingAndConservation/isListed/details", "Please provide details of the listing"
"/propertyPack/listingAndConservation/isListed/attachments", "Attachments"
"/propertyPack/listingAndConservation/isConservationArea", "Is the property in a designated conservation area?"
"/propertyPack/listingAndConservation/isConservationArea/details", "Please provide details of the listing"
"/propertyPack/listingAndConservation/isConservationArea/attachments", "Attachments"
"/propertyPack/listingAndConservation/hasTreePreservationOrder", "To your knowledge, does a tree preservation order apply to any trees within the boundaries of the property?"
"/propertyPack/listingAndConservation/hasTreePreservationOrder/workCarriedOut", "Has work been carried out to any trees which are protected by the order?"
"/propertyPack/listingAndConservation/hasTreePreservationOrder/workCarriedOut/consentsObtained", "Were the relevant consents obtained?"
"/propertyPack/listingAndConservation/hasTreePreservationOrder/workCarriedOut/attachments", "Provide any relevant documentation"
"/propertyPack/typeOfConstruction", "Type of Construction"
"/propertyPack/typeOfConstruction/isStandardForm", "Is the property built in a standard form of construction?"
"/propertyPack/typeOfConstruction/isStandardForm/details", "Details"
"/propertyPack/typeOfConstruction/buildingSafety", "Are you aware of any building safety issues?"
"/propertyPack/typeOfConstruction/buildingSafety/details", "What are the defects or hazards?"
"/propertyPack/typeOfConstruction/buildingSafety/workAlreadyDone", "What work has already been done?"
"/propertyPack/typeOfConstruction/buildingSafety/workToBeDone", "What work is required to be done?"
"/propertyPack/typeOfConstruction/buildingSafety/potentialCost", "What will the potential cost be?"
"/propertyPack/typeOfConstruction/buildingSafety/abilityToResideAtProperty", "Will the work impact the ability to reside at the property?"
"/propertyPack/typeOfConstruction/buildingSafety/attachments", "Attachments"
"/propertyPack/typeOfConstruction/accessibilityAndAdaptations", "Are there any adaptations or features that provide easier access to, and within, the property?"
"/propertyPack/energyEfficiency", "Energy Efficiency"
"/propertyPack/energyEfficiency/certificateIsSupplied", "Please supply a copy of the EPC for the property"
"/propertyPack/energyEfficiency/certificate/currentEnergyRating", "Current energy efficiency rating"
"/propertyPack/energyEfficiency/greenDealLoan", "Green Deal Loan"
"/propertyPack/energyEfficiency/greenDealLoan/hasGreenDealLoan", "Is this property subject to a Green Deal loan or other financed home improvement scheme?"
"/propertyPack/energyEfficiency/greenDealLoan/hasGreenDealLoan/details", "Please provide details below including any outstanding payments for the renewable devices and any feed-in tariffs and a copy of your last electricity bill"
"/propertyPack/energyEfficiency/greenDealLoan/hasGreenDealLoan/attachments", "Attachments"
"/propertyPack/councilTax", "Council Tax"
"/propertyPack/councilTax/councilTaxBand", "Which Council Tax band does this property fall within?"
"/propertyPack/councilTax/councilTaxAffectingAlterations", "Have you altered the property in any way to the extent that it might change the Council Tax band e.g. added a bedroom or substantially extended the property?"
"/propertyPack/councilTax/councilTaxAffectingAlterations/details", "Please give details"
"/propertyPack/councilTax/councilTaxAffectingAlterations/attachments", "Attachments"
"/propertyPack/disputesAndComplaints", "Disputes and Complaints"
"/propertyPack/disputesAndComplaints/hasDisputesAndComplaints", "Have any disputes or complaints occurred, regarding this property, a property nearby, or their use?"
"/propertyPack/disputesAndComplaints/hasDisputesAndComplaints/details", "Please give details"
"/propertyPack/disputesAndComplaints/leadingToDisputesAndComplaints", "Is the seller aware of anything which might lead to a dispute about the property or a property nearby?"
"/propertyPack/disputesAndComplaints/leadingToDisputesAndComplaints/details", "Please give details"
"/propertyPack/alterationsAndChanges", "Alterations and Changes to the Property"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations", "Have there been any structural alterations, extensions, significant repairs or renewals to the property? (e.g. extensions, loft or garage conversion, removal of internal walls or chimneys)"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/details", "Please give details including dates of all work undertaken"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/buildingRegApproval", "Was Building Regulation approval and a completion certificate obtained or an equivalent Competent Person Scheme Certificate?"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/buildingRegApproval/attachments", "Please provide a copy of the documents"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/buildingRegApproval/details", "Please outline the reasons why"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/planningPermission", "Was planning permission obtained?"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/planningPermission/attachments", "Please provide a copy of the documents"
"/propertyPack/alterationsAndChanges/hasStructuralAlterations/planningPermission/details", "Please outline the reasons why"
"/propertyPack/alterationsAndChanges/changeOfUse", "Has there been any change of use (e.g. from an office to a residence)?"
"/propertyPack/alterationsAndChanges/changeOfUse/yearCompleted", "What year was the change completed?"
"/propertyPack/alterationsAndChanges/changeOfUse/buildingRegApproval", "Was building regulation approval and a completion certificate obtained or an equivalent Competent Person Scheme Certificate?"
"/propertyPack/alterationsAndChanges/changeOfUse/buildingRegApproval/attachments", "Please provide a copy of the documents"
"/propertyPack/alterationsAndChanges/changeOfUse/buildingRegApproval/details", "Please outline the reasons why"
"/propertyPack/alterationsAndChanges/changeOfUse/planningPermission", "Was planning permission obtained?"
"/propertyPack/alterationsAndChanges/changeOfUse/planningPermission/attachments", "Please provide a copy of the documents"
"/propertyPack/alterationsAndChanges/changeOfUse/planningPermission/details", "Please outline the reasons why"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002", "Since 1st April 2002 has replacement of any windows, roof windows, roof lights, glazed doors taken place?"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/yearCompleted", "What year was the installation completed?"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/buildingRegApproval", "Was building regulation approval and a completion certificate obtained or an equivalent Competent Person Scheme Certificate?"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/buildingRegApproval/attachments", "Please provide a copy of the documents"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/buildingRegApproval/details", "Please outline the reasons why"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/planningPermission", "Was planning permission obtained?"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/planningPermission/attachments", "Please provide a copy of the documents"
"/propertyPack/alterationsAndChanges/windowReplacementsSince2002/planningPermission/details", "Please outline the reasons why"
"/propertyPack/alterationsAndChanges/hasAddedConservatory", "Has a conservatory been added?"
